menu_fd_Code,menu_fd_Nm,upper_Fd_Grupp_Nm,fd_Grupp_Nm,ingredient_text,document
D122021,아몬드치킨볼,튀김류,육류튀김,"양송이버섯, 생것, 버터, 무가염, 닭고기, 다리(넓적다리), 생것, 닭고기, 가슴, 생것, 아몬드, 볶은것, 밀, 중력밀가루, 우유, 들깨, 볶은것, 브로콜리, 생것, 마늘, 생것, 닭뼈 육수, 양파, 생것","메뉴명: 아몬드치킨볼
메뉴 대분류: 튀김류
메뉴 소분류: 육류튀김
식재료: 양송이버섯, 생것, 버터, 무가염, 닭고기, 다리(넓적다리), 생것, 닭고기, 가슴, 생것, 아몬드, 볶은것, 밀, 중력밀가루, 우유, 들깨, 볶은것, 브로콜리, 생것, 마늘, 생것, 닭뼈 육수, 양파, 생것"
D122022,과일먹은 닭탕수,튀김류,육류튀김,"닭고기, 다리(넓적다리), 생것, 포도, 캠벨얼리, 생것, 사과, 생것, 파인애플, 생것, 전분, 감자, 가루, 설탕, 가루, 레몬, 생것, 발효주, 청주, 알코올 16%, 후추, 흰색, 가루, 소금, 천일염, 가는소금, 생수, 간장, 개량, 양조","메뉴명: 과일먹은 닭탕수
메뉴 대분류: 튀김류
메뉴 소분류: 육류튀김
식재료: 닭고기, 다리(넓적다리), 생것, 포도, 캠벨얼리, 생것, 사과, 생것, 파인애플, 생것, 전분, 감자, 가루, 설탕, 가루, 레몬, 생것, 발효주, 청주, 알코올 16%, 후추, 흰색, 가루, 소금, 천일염, 가는소금, 생수, 간장, 개량, 양조"
D122023,단호박 생선탕수,튀김류,육류튀김,"명태, 동태, 냉동, 호박, 단호박, 생것, 당근, 뿌리, 생것, 오이, 다다기, 생것, 양파, 생것, 전분, 감자, 가루, 달걀, 생것, 밀, 튀김가루, 생수, 목이버섯, 생것, 식초, 사과식초","메뉴명: 단호박 생선탕수
메뉴 대분류: 튀김류
메뉴 소분류: 육류튀김
식재료: 명태, 동태, 냉동, 호박, 단호박, 생것, 당근, 뿌리, 생것, 오이, 다다기, 생것, 양파, 생것, 전분, 감자, 가루, 달걀, 생것, 밀, 튀김가루, 생수, 목이버섯, 생것, 식초, 사과식초"
D123001,가지튀김,튀김류,채소류튀김,"가지, 데친것, 돼지고기, 등심, 구운것(팬), 두부, 콩기름, 밀, 중력밀가루, 전분, 감자, 가루, 소금, 천일염, 가는소금, 마늘, 생것, 파, 대파, 생것","메뉴명: 가지튀김
메뉴 대분류: 튀김류
메뉴 소분류: 채소류튀김
식재료: 가지, 데친것, 돼지고기, 등심, 구운것(팬), 두부, 콩기름, 밀, 중력밀가루, 전분, 감자, 가루, 소금, 천일염, 가는소금, 마늘, 생것, 파, 대파, 생것"
D123002,고추튀김,튀김류,채소류튀김,"고추, 풋고추, 생것, 밀, 중력밀가루, 콩기름, 소금, 천일염, 가는소금, 설탕, 백설탕","메뉴명: 고추튀김
메뉴 대분류: 튀김류
메뉴 소분류: 채소류튀김
식재료: 고추, 풋고추, 생것, 밀, 중력밀가루, 콩기름, 소금, 천일염, 가는소금, 설탕, 백설탕"
D123003,깻잎튀김,튀김류,채소류튀김,"들깻잎, 데친것, 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금","메뉴명: 깻잎튀김
메뉴 대분류: 튀김류
메뉴 소분류: 채소류튀김
식재료: 들깻잎, 데친것, 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금"
D123004,도라지튀김,튀김류,채소류튀김,"도라지, 뿌리, 데친것, 달걀, 부침(달걀프라이), 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금","메뉴명: 도라지튀김
메뉴 대분류: 튀김류
메뉴 소분류: 채소류튀김
식재료: 도라지, 뿌리, 데친것, 달걀, 부침(달걀프라이), 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금"
D123005,연근튀김,튀김류,채소류튀김,"연근, 생것, 달걀, 부침(달걀프라이), 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금","메뉴명: 연근튀김
메뉴 대분류: 튀김류
메뉴 소분류: 채소류튀김
식재료: 연근, 생것, 달걀, 부침(달걀프라이), 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금"
D123006,오이튀김,튀김류,채소류튀김,"오이, 취청, 생것, 달걀, 부침(달걀프라이), 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금","메뉴명: 오이튀김
메뉴 대분류: 튀김류
메뉴 소분류: 채소류튀김
식재료: 오이, 취청, 생것, 달걀, 부침(달걀프라이), 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금"
D123007,가죽부각(가죽자반튀김),튀김류,채소류튀김,"참죽나물, 순, 데친것, 찹쌀, 백미, 가루, 들깨, 말린것, 간장, 재래, 고춧가루, 고추장, 개량, 소금, 천일염, 가는소금, 콩기름","메뉴명: 가죽부각(가죽자반튀김)
메뉴 대분류: 튀김류
메뉴 소분류: 채소류튀김
식재료: 참죽나물, 순, 데친것, 찹쌀, 백미, 가루, 들깨, 말린것, 간장, 재래, 고춧가루, 고추장, 개량, 소금, 천일염, 가는소금, 콩기름"
D123015,고추부각,튀김류,채소류튀김,"고추, 풋고추, 생것, 밀, 중력밀가루, 소금, 천일염, 가는소금, 콩기름","메뉴명: 고추부각
메뉴 대분류: 튀김류
메뉴 소분류: 채소류튀김
식재료: 고추, 풋고추, 생것, 밀, 중력밀가루, 소금, 천일염, 가는소금, 콩기름"
D123016,깻잎 부각,튀김류,채소류튀김,"들깻잎, 생것, 찹쌀, 백미, 생것, 생수, 소금, 천일염, 가는소금, 참깨, 흰색, 말린것, 콩기름","메뉴명: 깻잎 부각
메뉴 대분류: 튀김류
메뉴 소분류: 채소류튀김
식재료: 들깻잎, 생것, 찹쌀, 백미, 생것, 생수, 소금, 천일염, 가는소금, 참깨, 흰색, 말린것, 콩기름"
D123017,단호박고기튀김,튀김류,채소류튀김,"호박, 단호박, 생것, 베이컨, 양배추, 생것, 밀, 박력밀가루, 달걀, 생것, 밀, 빵가루, 콩기름, 소금, 천일염, 가는소금, 후추, 검은색, 가루, 겨자 페이스트, 물엿","메뉴명: 단호박고기튀김
메뉴 대분류: 튀김류
메뉴 소분류: 채소류튀김
식재료: 호박, 단호박, 생것, 베이컨, 양배추, 생것, 밀, 박력밀가루, 달걀, 생것, 밀, 빵가루, 콩기름, 소금, 천일염, 가는소금, 후추, 검은색, 가루, 겨자 페이스트, 물엿"
D123018,참깨소스를 곁들인 찹쌀더덕튀김,튀김류,채소류튀김,"더덕, 뿌리, 생것, 찹쌀, 백미, 생것, 밀, 튀김가루, 콩기름, 참깨, 흰색, 볶은것, 소금, 천일염, 가는소금, 간장, 개량, 양조, 두유, 대두, 마요네즈, 꿀","메뉴명: 참깨소스를 곁들인 찹쌀더덕튀김
메뉴 대분류: 튀김류
메뉴 소분류: 채소류튀김
식재료: 더덕, 뿌리, 생것, 찹쌀, 백미, 생것, 밀, 튀김가루, 콩기름, 참깨, 흰색, 볶은것, 소금, 천일염, 가는소금, 간장, 개량, 양조, 두유, 대두, 마요네즈, 꿀"
D123019,풋고추 새우살 튀김,튀김류,채소류튀김,"고추, 풋고추, 생것, 새우, 중하, 생것, 밀, 튀김가루, 생수, 밀, 빵가루, 양파, 생것, 파, 쪽파, 생것, 전분, 감자, 가루, 소금, 천일염, 가는소금, 후추, 검은색, 가루, 콩기름, 설탕, 백설탕, 식초, 감식초, 간장, 개량, 양조","메뉴명: 풋고추 새우살 튀김
메뉴 대분류: 튀김류
메뉴 소분류: 채소류튀김
식재료: 고추, 풋고추, 생것, 새우, 중하, 생것, 밀, 튀김가루, 생수, 밀, 빵가루, 양파, 생것, 파, 쪽파, 생것, 전분, 감자, 가루, 소금, 천일염, 가는소금, 후추, 검은색, 가루, 콩기름, 설탕, 백설탕, 식초, 감식초, 간장, 개량, 양조"
D124001,감자튀김,튀김류,기타 튀김류,"감자 튀김, 튀긴것, 콩기름, 소금, 천일염, 가는소금","메뉴명: 감자튀김
메뉴 대분류: 튀김류
메뉴 소분류: 기타 튀김류
식재료: 감자 튀김, 튀긴것, 콩기름, 소금, 천일염, 가는소금"
D124002,고구마맛탕,튀김류,기타 튀김류,"고구마, 점질(호박) 고구마, 구운것, 설탕, 백설탕, 콩기름, 물엿, 참깨, 흰색, 볶은것","메뉴명: 고구마맛탕
메뉴 대분류: 튀김류
메뉴 소분류: 기타 튀김류
식재료: 고구마, 점질(호박) 고구마, 구운것, 설탕, 백설탕, 콩기름, 물엿, 참깨, 흰색, 볶은것"
D124003,고구마튀김,튀김류,기타 튀김류,"고구마, 점질(호박) 고구마, 구운것, 전분, 감자, 가루, 콩기름","메뉴명: 고구마튀김
메뉴 대분류: 튀김류
메뉴 소분류: 기타 튀김류
식재료: 고구마, 점질(호박) 고구마, 구운것, 전분, 감자, 가루, 콩기름"
D124004,고구마튀김(당근),튀김류,기타 튀김류,"밀, 중력밀가루, 고구마, 점질(호박) 고구마, 구운것, 당근, 뿌리, 데친것, 콩기름","메뉴명: 고구마튀김(당근)
메뉴 대분류: 튀김류
메뉴 소분류: 기타 튀김류
식재료: 밀, 중력밀가루, 고구마, 점질(호박) 고구마, 구운것, 당근, 뿌리, 데친것, 콩기름"
D124005,두부튀김(간장포함),튀김류,기타 튀김류,"두부, 전분, 감자, 가루, 간장, 개량, 양조, 콩기름, 설탕, 백설탕, 고춧가루, 마늘, 생것","메뉴명: 두부튀김(간장포함)
메뉴 대분류: 튀김류
메뉴 소분류: 기타 튀김류
식재료: 두부, 전분, 감자, 가루, 간장, 개량, 양조, 콩기름, 설탕, 백설탕, 고춧가루, 마늘, 생것"
D124006,두부튀김(소고기),튀김류,기타 튀김류,"소고기, 한우, 등심, 구운것(팬), 달걀, 부침(달걀프라이), 두부, 밀, 튀김가루, 양파, 데친것, 콩기름, 밀, 중력밀가루, 파슬리, 생것, 소금, 천일염, 가는소금, 후추, 검은색, 가루","메뉴명: 두부튀김(소고기)
메뉴 대분류: 튀김류
메뉴 소분류: 기타 튀김류
식재료: 소고기, 한우, 등심, 구운것(팬), 달걀, 부침(달걀프라이), 두부, 밀, 튀김가루, 양파, 데친것, 콩기름, 밀, 중력밀가루, 파슬리, 생것, 소금, 천일염, 가는소금, 후추, 검은색, 가루"
D124007,만두탕수,튀김류,기타 튀김류,"만두, 군만두, 양파, 데친것, 옥수수, 통조림, 가당, 완두, 삶은것, 전분, 감자, 가루, 콩기름, 당근, 뿌리, 데친것, 설탕, 백설탕, 소금, 천일염, 가는소금, 식초, 감식초","메뉴명: 만두탕수
메뉴 대분류: 튀김류
메뉴 소분류: 기타 튀김류
식재료: 만두, 군만두, 양파, 데친것, 옥수수, 통조림, 가당, 완두, 삶은것, 전분, 감자, 가루, 콩기름, 당근, 뿌리, 데친것, 설탕, 백설탕, 소금, 천일염, 가는소금, 식초, 감식초"
D124008,만두튀김,튀김류,기타 튀김류,"두부, 밀, 중력밀가루, 돼지고기, 등심, 구운것(팬), 숙주나물, 데친것, 당면, 고구마, 삶은것, 파, 쪽파, 생것, 콩기름, 마늘, 생것, 소금, 천일염, 가는소금","메뉴명: 만두튀김
메뉴 대분류: 튀김류
메뉴 소분류: 기타 튀김류
식재료: 두부, 밀, 중력밀가루, 돼지고기, 등심, 구운것(팬), 숙주나물, 데친것, 당면, 고구마, 삶은것, 파, 쪽파, 생것, 콩기름, 마늘, 생것, 소금, 천일염, 가는소금"
D124009,메추리알튀김,튀김류,기타 튀김류,"메추리알, 삶은것, 달걀, 부침(달걀프라이), 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금","메뉴명: 메추리알튀김
메뉴 대분류: 튀김류
메뉴 소분류: 기타 튀김류
식재료: 메추리알, 삶은것, 달걀, 부침(달걀프라이), 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금"
D124010,밤튀김,튀김류,기타 튀김류,"밤, 생것, 달걀, 부침(달걀프라이), 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금","메뉴명: 밤튀김
메뉴 대분류: 튀김류
메뉴 소분류: 기타 튀김류
식재료: 밤, 생것, 달걀, 부침(달걀프라이), 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금"
D124011,사과튀김,튀김류,기타 튀김류,"사과, 아오리, 생것, 달걀, 부침(달걀프라이), 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금","메뉴명: 사과튀김
메뉴 대분류: 튀김류
메뉴 소분류: 기타 튀김류
식재료: 사과, 아오리, 생것, 달걀, 부침(달걀프라이), 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금"
D124012,스카치에크,튀김류,기타 튀김류,"달걀, 부침(달걀프라이), 밀, 빵가루, 소고기, 한우, 등심, 구운것(팬), 양파, 데친것, 콩기름, 밀, 중력밀가루, 버터, 가염, 우유, 소금, 천일염, 가는소금, 후추, 검은색, 가루","메뉴명: 스카치에크
메뉴 대분류: 튀김류
메뉴 소분류: 기타 튀김류
식재료: 달걀, 부침(달걀프라이), 밀, 빵가루, 소고기, 한우, 등심, 구운것(팬), 양파, 데친것, 콩기름, 밀, 중력밀가루, 버터, 가염, 우유, 소금, 천일염, 가는소금, 후추, 검은색, 가루"
D124013,식빵튀김,튀김류,기타 튀김류,"빵, 식빵, 버터 첨가, 콩기름, 설탕, 백설탕","메뉴명: 식빵튀김
메뉴 대분류: 튀김류
메뉴 소분류: 기타 튀김류
식재료: 빵, 식빵, 버터 첨가, 콩기름, 설탕, 백설탕"
D124014,옥수수튀김,튀김류,기타 튀김류,"옥수수, 통조림, 가당, 밀, 중력밀가루, 양파, 데친것, 피망, 초록색, 데친것, 밀, 튀김가루, 콩기름, 표고버섯, 참나무재배, 말린것, 삶은것","메뉴명: 옥수수튀김
메뉴 대분류: 튀김류
메뉴 소분류: 기타 튀김류
식재료: 옥수수, 통조림, 가당, 밀, 중력밀가루, 양파, 데친것, 피망, 초록색, 데친것, 밀, 튀김가루, 콩기름, 표고버섯, 참나무재배, 말린것, 삶은것"
D124015,인절미튀김,튀김류,기타 튀김류,"찹쌀떡, 인절미, 콩고물, 콩기름","메뉴명: 인절미튀김
메뉴 대분류: 튀김류
메뉴 소분류: 기타 튀김류
식재료: 찹쌀떡, 인절미, 콩고물, 콩기름"
D124016,콩튀김,튀김류,기타 튀김류,"콩기름, 옥수수, 통조림, 가당, 밀, 튀김가루, 대두, 검은색, 흑태, 말린것, 감자 튀김, 튀긴것, 달걀, 부침(달걀프라이), 당근, 뿌리, 데친것, 밀, 중력밀가루","메뉴명: 콩튀김
메뉴 대분류: 튀김류
메뉴 소분류: 기타 튀김류
식재료: 콩기름, 옥수수, 통조림, 가당, 밀, 튀김가루, 대두, 검은색, 흑태, 말린것, 감자 튀김, 튀긴것, 달걀, 부침(달걀프라이), 당근, 뿌리, 데친것, 밀, 중력밀가루"
D124019,소시지강정,튀김류,기타 튀김류,"멥쌀떡, 가래떡, 소시지, 위너(비엔나)소시지, 땅콩, 볶은것, 콩기름, 간장, 개량, 양조, 물엿, 생수","메뉴명: 소시지강정
메뉴 대분류: 튀김류
메뉴 소분류: 기타 튀김류
식재료: 멥쌀떡, 가래떡, 소시지, 위너(비엔나)소시지, 땅콩, 볶은것, 콩기름, 간장, 개량, 양조, 물엿, 생수"
D124020,옥수수맛탕,튀김류,기타 튀김류,"옥수수, 단옥수수, 생것, 전분, 감자, 가루, 밀, 중력밀가루, 달걀, 생것, 콩기름, 땅콩, 볶은것, 물엿, 설탕, 백설탕, 소금, 천일염, 가는소금","메뉴명: 옥수수맛탕
메뉴 대분류: 튀김류
메뉴 소분류: 기타 튀김류
식재료: 옥수수, 단옥수수, 생것, 전분, 감자, 가루, 밀, 중력밀가루, 달걀, 생것, 콩기름, 땅콩, 볶은것, 물엿, 설탕, 백설탕, 소금, 천일염, 가는소금"
D124021,연어주먹밥튀김,튀김류,기타 튀김류,"당근, 뿌리, 생것, 피망, 빨간색, 생것, 양파, 생것, 멥쌀, 백미, 신동진, 밥, 마요네즈, 연어, 통조림, 식초, 사과식초, 데리야끼 소스, 달걀, 생것, 밀, 빵가루, 비타민채(다채), 어린잎, 생것, 레몬 착즙, 간장, 개량, 양조, 마늘, 다진것, 꿀, 올리브유, 참깨, 흰색, 볶은것","메뉴명: 연어주먹밥튀김
메뉴 대분류: 튀김류
메뉴 소분류: 기타 튀김류
식재료: 당근, 뿌리, 생것, 피망, 빨간색, 생것, 양파, 생것, 멥쌀, 백미, 신동진, 밥, 마요네즈, 연어, 통조림, 식초, 사과식초, 데리야끼 소스, 달걀, 생것, 밀, 빵가루, 비타민채(다채), 어린잎, 생것, 레몬 착즙, 간장, 개량, 양조, 마늘, 다진것, 꿀, 올리브유, 참깨, 흰색, 볶은것"
D124022,검은깨라면크로켓,튀김류,기타 튀김류,"참깨, 검은색, 볶은것, 밀, 빵가루, 라면, 말린것, 달걀, 생것, 전분, 감자, 가루, 소고기, 한우(1++등급), 안심, 생것, 땅콩, 볶은것, 비타민채(다채), 어린잎, 생것, 토마토, 방울토마토, 생것, 계피, 가루, 생강, 뿌리줄기, 생것, 조청, 쌀, 물엿, 설탕, 흑설탕, 식초, 발사믹, 올리브유","메뉴명: 검은깨라면크로켓
메뉴 대분류: 튀김류
메뉴 소분류: 기타 튀김류
식재료: 참깨, 검은색, 볶은것, 밀, 빵가루, 라면, 말린것, 달걀, 생것, 전분, 감자, 가루, 소고기, 한우(1++등급), 안심, 생것, 땅콩, 볶은것, 비타민채(다채), 어린잎, 생것, 토마토, 방울토마토, 생것, 계피, 가루, 생강, 뿌리줄기, 생것, 조청, 쌀, 물엿, 설탕, 흑설탕, 식초, 발사믹, 올리브유"
D125001,김말이튀김,튀김류,해조류튀김,"어묵, 게맛살 첨가, 밀, 중력밀가루, 달걀, 부침(달걀프라이), 콩기름, 당면, 고구마, 삶은것, 고추, 빨간색, 생것, 김, 참김, 구운것, 소금, 천일염, 가는소금","메뉴명: 김말이튀김
메뉴 대분류: 튀김류
메뉴 소분류: 해조류튀김
식재료: 어묵, 게맛살 첨가, 밀, 중력밀가루, 달걀, 부침(달걀프라이), 콩기름, 당면, 고구마, 삶은것, 고추, 빨간색, 생것, 김, 참김, 구운것, 소금, 천일염, 가는소금"
D125002,김부각,튀김류,해조류튀김,"찹쌀, 백미, 가루, 설탕, 백설탕, 콩기름, 김, 참김, 구운것, 참깨, 흰색, 볶은것","메뉴명: 김부각
메뉴 대분류: 튀김류
메뉴 소분류: 해조류튀김
식재료: 찹쌀, 백미, 가루, 설탕, 백설탕, 콩기름, 김, 참김, 구운것, 참깨, 흰색, 볶은것"
